,name,did_not_play,date,team,opponent,home_away,game_start,seconds_played,field_goal_pct,field_goal_attempt,field_goal_made,threePT_made,threePT_attempt,threePT_pct,free_throws_made,free_throws_attempt,free_throws_pct,orb,drb,trb,assists,steals,blocks,turnovers,points,game_score,plus_minus
8754,Torrey Craig,1,2018-01-13,DEN,SAS,1,,,,,,,,,,,,,,,,,,,,,
8755,Torrey Craig,0,2018-01-16,DEN,DAL,0,0,856,0.667,3,2,0,1,0,1,2,0.5,1,3,4,0,1,0,1,5,2.9,-2
8756,Torrey Craig,1,2018-01-17,DEN,LAC,1,,,,,,,,,,,,,,,,,,,,,
8757,Torrey Craig,0,2018-01-19,DEN,PHO,0,0,108,,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
8758,Torrey Craig,0,2018-01-22,DEN,POR,0,0,463,0.333,3,1,1,2,0.5,0,0,,1,2,3,0,0,0,0,3,2.6,-2
8759,Torrey Craig,0,2018-01-25,DEN,NYK,0,0,544,0.667,3,2,1,1,1,0,0,,0,1,1,0,0,1,0,5,4.7,4
8760,Torrey Craig,0,2018-01-27,DEN,DAL,0,1,1562,0.6,5,3,1,3,0.333,2,4,0.5,1,3,4,0,0,0,0,9,6.3,-4
8761,Torrey Craig,0,2018-01-29,DEN,BOS,0,0,847,0,1,0,0,1,0,0,0,,2,2,4,0,0,0,1,0,-0.1,-14
8762,Torrey Craig,0,2018-01-30,DEN,SAS,1,0,1295,0.444,9,4,0,1,0,0,0,,5,1,6,1,1,1,0,8,9.1,-6
8763,Torrey Craig,0,2018-02-01,DEN,OKC,0,0,1292,0.6,5,3,0,1,0,1,2,0.5,2,1,3,1,0,1,0,7,5.8,-5
8764,Torrey Craig,0,2018-02-03,DEN,GSW,0,0,1237,0.5,6,3,1,1,1,1,2,0.5,3,2,5,1,0,0,1,8,6.6,-5
8765,Torrey Craig,0,2018-02-05,DEN,CHO,0,0,1613,0.5,6,3,0,2,0,0,0,,1,6,7,2,0,0,0,6,6.5,6
8766,Torrey Craig,0,2018-02-09,DEN,HOU,1,0,1679,0.444,9,4,0,0,,0,0,,2,2,4,0,0,0,1,8,3.1,-5
8767,Torrey Craig,0,2018-02-10,DEN,PHO,1,0,984,0.25,4,1,0,2,0,2,2,1,1,3,4,0,0,0,0,4,2.8,3
8768,Torrey Craig,1,2018-02-13,DEN,SAS,0,,,,,,,,,,,,,,,,,,,,,
8769,Torrey Craig,1,2018-02-15,DEN,MIL,1,,,,,,,,,,,,,,,,,,,,,
8770,Torrey Craig,1,2018-02-23,DEN,SAS,0,,,,,,,,,,,,,,,,,,,,,
8771,Torrey Craig,1,2018-02-25,DEN,HOU,0,,,,,,,,,,,,,,,,,,,,,
8772,Torrey Craig,1,2018-02-27,DEN,LAC,0,,,,,,,,,,,,,,,,,,,,,
8773,Torrey Craig,1,2018-03-02,DEN,MEM,1,,,,,,,,,,,,,,,,,,,,,
8774,Torrey Craig,1,2018-03-03,DEN,CLE,1,,,,,,,,,,,,,,,,,,,,,
8775,Torrey Craig,1,2018-03-06,DEN,DAL,1,,,,,,,,,,,,,,,,,,,,,
8776,Torrey Craig,1,2018-03-07,DEN,CLE,0,,,,,,,,,,,,,,,,,,,,,
8777,Torrey Craig,1,2018-03-09,DEN,LAL,0,,,,,,,,,,,,,,,,,,,,,
8778,Torrey Craig,1,2018-03-11,DEN,SAC,0,,,,,,,,,,,,,,,,,,,,,
8779,Torrey Craig,1,2018-03-13,DEN,LAL,1,,,,,,,,,,,,,,,,,,,,,
8780,Torrey Craig,1,2018-03-15,DEN,DET,0,,,,,,,,,,,,,,,,,,,,,
8781,Torrey Craig,0,2018-03-17,DEN,MEM,1,0,971,0.571,7,4,1,2,0.5,0,0,,2,4,6,0,0,1,0,9,8.6,3
8782,Torrey Craig,0,2018-03-19,DEN,MIA,1,0,642,0.5,4,2,2,2,1,0,0,,1,2,3,0,0,0,1,6,3.9,6
8783,Torrey Craig,0,2018-03-21,DEN,CHI,1,0,1129,0.5,6,3,0,1,0,1,2,0.5,1,3,4,1,0,0,1,7,4.5,-4
8784,Torrey Craig,0,2018-03-23,DEN,WAS,1,0,1130,0.8,5,4,1,1,1,2,2,1,0,5,5,1,0,0,0,11,10.5,-1
8785,Torrey Craig,0,2018-03-26,DEN,PHI,1,0,1023,0.333,3,1,0,0,,0,2,0,2,4,6,1,1,0,0,2,2.6,-15
8786,Torrey Craig,0,2018-03-27,DEN,TOR,1,0,927,1,1,1,1,1,1,0,0,,0,2,2,1,0,1,0,3,4.3,4
8787,Torrey Craig,0,2018-03-30,DEN,OKC,1,0,987,0.4,5,2,1,3,0.333,0,0,,2,3,5,0,0,0,1,5,2.8,-4
8788,Torrey Craig,0,2018-04-01,DEN,MIL,0,1,2168,0.429,7,3,1,4,0.25,0,0,,4,4,8,1,0,2,2,7,6.2,2
8789,Torrey Craig,0,2018-04-03,DEN,IND,0,0,1092,0.25,4,1,0,2,0,0,0,,2,2,4,1,1,1,3,2,-0.6,-10
8790,Torrey Craig,0,2018-04-05,DEN,MIN,0,0,962,0,2,0,0,2,0,0,0,,0,3,3,1,1,1,0,0,1.9,2
8791,Torrey Craig,0,2018-04-07,DEN,LAC,1,0,914,0,2,0,0,2,0,0,0,,1,1,2,1,1,3,1,0,1.2,0
8792,Torrey Craig,0,2018-04-09,DEN,POR,0,0,386,,0,0,0,0,,0,0,,0,1,1,0,0,0,0,0,-0.1,-5
8793,Torrey Craig,0,2018-04-11,DEN,MIN,1,0,297,,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
8794,Jamal Crawford,0,2017-10-18,MIN,SAS,1,0,1445,0.6,5,3,0,1,0,4,4,1,1,2,3,5,0,1,2,10,10.8,5
8795,Jamal Crawford,0,2017-10-20,MIN,UTA,0,0,1151,0.6,10,6,3,5,0.6,2,2,1,0,0,0,1,1,0,1,17,12.3,-8
8796,Jamal Crawford,0,2017-10-22,MIN,OKC,1,0,941,0.167,6,1,1,2,0.5,0,0,,0,0,0,2,0,0,1,3,-1.2,-19
8797,Jamal Crawford,0,2017-10-24,MIN,IND,0,0,1770,0.333,15,5,4,8,0.5,4,5,0.8,0,0,0,9,2,0,2,18,15.4,-1
8798,Jamal Crawford,0,2017-10-25,MIN,DET,1,0,1460,0.25,12,3,2,5,0.4,0,0,,0,3,3,3,0,0,0,8,3.4,-10
8799,Jamal Crawford,0,2017-10-27,MIN,OKC,0,0,805,0.286,7,2,1,3,0.333,0,0,,0,0,0,0,0,0,2,5,-1.5,-7
8800,Jamal Crawford,0,2017-10-30,MIN,MIA,1,0,1294,0.429,7,3,1,3,0.333,6,6,1,0,1,1,3,1,0,1,13,11.7,1
8801,Jamal Crawford,0,2017-11-01,MIN,NOP,1,0,957,0.75,4,3,2,3,0.667,3,3,1,0,2,2,1,3,0,3,11,10.3,12
8802,Jamal Crawford,0,2017-11-04,MIN,DAL,0,0,1104,0.5,8,4,0,2,0,0,0,,0,4,4,1,1,0,3,8,3.5,3
8803,Jamal Crawford,0,2017-11-05,MIN,CHO,0,0,1199,0.417,12,5,3,7,0.429,2,2,1,0,1,1,1,1,0,3,15,6.8,3
8804,Jamal Crawford,0,2017-11-08,MIN,GSW,1,0,1122,0.375,8,3,0,3,0,0,0,,0,0,0,2,0,0,2,6,0.2,-18
8805,Jamal Crawford,0,2017-11-11,MIN,PHO,1,0,567,0,2,0,0,0,,0,0,,1,0,1,0,1,0,1,0,-1.5,-5
8806,Jamal Crawford,0,2017-11-13,MIN,UTA,1,0,765,0,1,0,0,0,,5,5,1,0,1,1,3,2,0,1,5,6.9,-6
8807,Jamal Crawford,0,2017-11-15,MIN,SAS,0,0,1105,0.5,4,2,1,2,0.5,0,0,,0,1,1,3,1,0,0,5,6.4,8
8808,Jamal Crawford,0,2017-11-17,MIN,DAL,1,0,754,0.667,6,4,2,3,0.667,2,2,1,0,0,0,0,0,0,1,12,8.4,5
8809,Jamal Crawford,0,2017-11-19,MIN,DET,0,0,392,0.5,6,3,0,3,0,0,0,,0,0,0,0,0,0,2,6,1,-7
8810,Jamal Crawford,0,2017-11-20,MIN,CHO,1,0,1091,0.5,12,6,1,5,0.2,6,6,1,1,1,2,2,0,0,1,19,14,-11
8811,Jamal Crawford,0,2017-11-22,MIN,ORL,0,0,707,0.3,10,3,1,4,0.25,2,2,1,0,1,1,1,1,0,1,9,3.8,-8
8812,Jamal Crawford,0,2017-11-24,MIN,MIA,0,0,1078,0.364,11,4,1,3,0.333,1,2,0.5,1,0,1,3,0,0,0,10,5.5,-8
8813,Jamal Crawford,0,2017-11-26,MIN,PHO,0,0,694,0,2,0,0,1,0,0,0,,0,1,1,0,0,0,0,0,-1.5,-8
8814,Jamal Crawford,0,2017-11-28,MIN,WAS,0,0,963,0.5,8,4,2,4,0.5,0,0,,1,0,1,1,0,0,2,10,5.4,-13
8815,Jamal Crawford,0,2017-11-29,MIN,NOP,1,0,1542,0.455,11,5,0,3,0,2,3,0.667,1,0,1,3,0,0,1,12,7.7,4
8816,Jamal Crawford,0,2017-12-01,MIN,OKC,1,0,1086,0.333,9,3,3,6,0.5,0,0,,0,1,1,3,0,1,1,9,5.2,-5
8817,Jamal Crawford,0,2017-12-03,MIN,LAC,0,0,1104,0.417,12,5,2,7,0.286,0,0,,0,0,0,1,0,0,0,12,4.7,-5
8818,Jamal Crawford,0,2017-12-04,MIN,MEM,1,0,1184,0.2,10,2,1,5,0.2,0,0,,0,1,1,1,0,0,0,5,-0.2,-4
8819,Jamal Crawford,0,2017-12-06,MIN,LAC,1,0,1010,0.4,10,4,1,3,0.333,2,2,1,0,3,3,3,0,0,1,11,7.6,-2
8820,Jamal Crawford,0,2017-12-10,MIN,DAL,0,0,1180,0.556,9,5,2,3,0.667,4,4,1,0,1,1,1,0,0,1,16,10.9,10
8821,Jamal Crawford,0,2017-12-12,MIN,PHI,0,0,1229,0.2,5,1,0,4,0,0,0,,0,2,2,5,0,0,0,2,2.6,5
8822,Jamal Crawford,0,2017-12-14,MIN,SAC,0,0,1015,0.2,5,1,0,1,0,0,0,,0,0,0,3,1,0,0,2,1.6,1
8823,Jamal Crawford,0,2017-12-16,MIN,PHO,0,0,1050,0.286,7,2,1,4,0.25,1,1,1,0,0,0,4,0,0,1,6,3.3,-17
8824,Jamal Crawford,0,2017-12-18,MIN,POR,0,0,1368,0.625,16,10,1,4,0.25,2,2,1,0,1,1,2,1,0,1,23,17.1,-1
8825,Jamal Crawford,0,2017-12-20,MIN,DEN,1,0,1691,0.5,14,7,4,6,0.667,2,2,1,0,1,1,7,0,0,2,20,14.6,27
8826,Jamal Crawford,0,2017-12-23,MIN,PHO,1,0,1289,0.364,11,4,1,4,0.25,2,2,1,0,1,1,3,0,0,2,11,4.9,12
8827,Jamal Crawford,0,2017-12-25,MIN,LAL,1,0,1153,0.7,10,7,3,5,0.6,2,2,1,0,0,0,0,1,0,1,19,14.8,11
8828,Jamal Crawford,0,2017-12-27,MIN,DEN,0,0,1571,0.545,11,6,0,4,0,0,0,,0,1,1,3,1,0,1,12,8.7,-4
8829,Jamal Crawford,0,2017-12-28,MIN,MIL,1,0,1565,0.308,13,4,0,5,0,3,3,1,0,1,1,3,0,1,4,11,1.8,-22
8830,Jamal Crawford,0,2017-12-31,MIN,IND,1,0,1173,0.5,8,4,0,3,0,0,0,,0,0,0,1,0,0,0,8,3.9,-10
8831,Jamal Crawford,0,2018-01-01,MIN,LAL,0,0,1185,0.143,7,1,0,2,0,1,2,0.5,0,1,1,4,3,0,2,3,1.4,-2
8832,Jamal Crawford,0,2018-01-03,MIN,BRK,1,0,1130,0.5,10,5,0,1,0,0,0,,0,3,3,1,1,0,1,10,6.2,-5
8833,Jamal Crawford,0,2018-01-05,MIN,BOS,1,0,1133,0.5,8,4,4,5,0.8,1,2,0.5,0,3,3,0,0,1,3,13,7.2,-11
8834,Jamal Crawford,0,2018-01-06,MIN,NOP,0,0,1170,0.2,5,1,0,1,0,2,2,1,0,2,2,5,0,0,0,4,4.6,-6
8835,Jamal Crawford,0,2018-01-08,MIN,CLE,0,0,1147,0.444,9,4,2,4,0.5,0,1,0,0,1,1,3,0,0,0,10,7.3,-6
8836,Jamal Crawford,0,2018-01-10,MIN,OKC,0,0,1094,0.364,11,4,0,2,0,0,0,,0,1,1,3,1,1,0,8,5.6,-1
8837,Jamal Crawford,0,2018-01-12,MIN,NYK,0,0,1002,0.444,9,4,2,5,0.4,0,1,0,1,0,1,4,0,0,0,10,7.2,11
8838,Jamal Crawford,0,2018-01-14,MIN,POR,0,0,1172,0.333,9,3,2,7,0.286,2,3,0.667,0,1,1,1,1,1,0,10,7.2,20
8839,Jamal Crawford,0,2018-01-16,MIN,ORL,1,0,1098,0.375,8,3,2,3,0.667,0,0,,0,2,2,2,0,0,1,8,4.2,-7
8840,Jamal Crawford,0,2018-01-18,MIN,HOU,1,0,1102,0,6,0,0,3,0,0,0,,0,0,0,5,1,0,0,0,0.3,0
8841,Jamal Crawford,1,2018-01-20,MIN,TOR,0,,,,,,,,,,,,,,,,,,,,,
8842,Jamal Crawford,1,2018-01-22,MIN,LAC,1,,,,,,,,,,,,,,,,,,,,,
8843,Jamal Crawford,0,2018-01-24,MIN,POR,1,0,1220,0.7,10,7,1,2,0.5,4,4,1,0,0,0,5,0,0,1,19,16.9,-10
8844,Jamal Crawford,0,2018-01-25,MIN,GSW,1,0,1532,0.563,16,9,1,4,0.25,2,2,1,1,2,3,5,0,0,1,21,17.2,-3
8845,Jamal Crawford,0,2018-01-27,MIN,BRK,0,0,1212,0.462,13,6,2,5,0.4,2,2,1,0,2,2,0,0,0,1,16,8.9,9
8846,Jamal Crawford,0,2018-01-29,MIN,ATL,1,0,1081,0.429,7,3,2,4,0.5,2,3,0.667,1,1,2,1,1,0,1,10,6.8,-14
8847,Jamal Crawford,0,2018-01-30,MIN,TOR,1,0,989,0.333,6,2,0,1,0,0,0,,0,1,1,2,1,0,0,4,2.5,-6
8848,Jamal Crawford,0,2018-02-01,MIN,MIL,0,0,1040,0.6,5,3,1,3,0.333,1,1,1,0,2,2,2,0,0,1,8,6.7,18
8849,Jamal Crawford,0,2018-02-03,MIN,NOP,0,0,1243,0.333,9,3,1,4,0.25,1,1,1,0,2,2,2,1,1,2,8,4.2,-3
8850,Jamal Crawford,0,2018-02-07,MIN,CLE,1,0,1204,0.538,13,7,2,5,0.4,0,0,,0,0,0,0,0,0,1,16,8.3,-12
8851,Jamal Crawford,0,2018-02-09,MIN,CHI,1,0,1116,0.375,8,3,2,4,0.5,0,0,,0,0,0,2,2,0,0,8,7,12
8852,Jamal Crawford,0,2018-02-11,MIN,SAC,0,0,1295,0.429,7,3,3,6,0.5,3,3,1,1,0,1,1,0,0,1,12,8.3,5
8853,Jamal Crawford,0,2018-02-13,MIN,HOU,0,0,1193,0.385,13,5,1,6,0.167,0,0,,0,1,1,1,1,0,2,11,3.9,-12
8854,Jamal Crawford,0,2018-02-15,MIN,LAL,0,0,1321,0.545,11,6,2,6,0.333,1,1,1,0,0,0,3,0,0,1,15,10.8,1
8855,Jamal Crawford,0,2018-02-23,MIN,HOU,1,0,1416,0.313,16,5,3,7,0.429,1,2,0.5,1,2,3,0,0,0,0,14,4.1,-14
8856,Jamal Crawford,0,2018-02-24,MIN,CHI,0,0,1652,0.545,11,6,5,8,0.625,2,2,1,0,1,1,3,0,0,1,19,15.1,7
8857,Jamal Crawford,0,2018-02-26,MIN,SAC,1,0,1445,0.182,11,2,2,7,0.286,0,0,,0,0,0,4,1,0,1,6,1.5,1
8858,Jamal Crawford,0,2018-03-01,MIN,POR,1,0,1497,0.385,13,5,0,6,0,0,0,,0,1,1,3,0,0,1,10,3.5,-5
8859,Jamal Crawford,0,2018-03-02,MIN,UTA,1,0,1734,0.143,7,1,0,2,0,0,0,,0,0,0,4,1,0,2,2,-1.5,-8
8860,Jamal Crawford,0,2018-03-08,MIN,BOS,0,0,1424,0.438,16,7,1,6,0.167,0,0,,1,0,1,4,0,1,0,15,10,-9
8861,Jamal Crawford,0,2018-03-11,MIN,GSW,0,0,1295,0.444,9,4,1,4,0.25,3,3,1,1,1,2,1,1,0,1,12,9,-9
8862,Jamal Crawford,0,2018-03-13,MIN,WAS,1,0,1710,0.4,10,4,1,3,0.333,2,2,1,0,3,3,1,1,0,1,11,6,13
8863,Jamal Crawford,0,2018-03-17,MIN,SAS,1,0,1278,0.286,7,2,1,4,0.25,0,0,,1,0,1,1,0,0,2,5,0.3,-14
8864,Jamal Crawford,0,2018-03-18,MIN,HOU,0,0,1670,0.667,12,8,3,4,0.75,1,1,1,1,0,1,3,1,0,1,20,17.2,-5
8865,Jamal Crawford,0,2018-03-20,MIN,LAC,0,0,1953,0.538,13,7,2,7,0.286,4,4,1,0,2,2,1,1,0,3,20,12.6,4
8866,Jamal Crawford,0,2018-03-23,MIN,NYK,1,0,1511,0.357,14,5,3,6,0.5,0,0,,0,1,1,3,0,0,2,13,5.6,8
8867,Jamal Crawford,0,2018-03-24,MIN,PHI,1,0,1286,0.4,10,4,0,2,0,5,6,0.833,1,0,1,1,0,0,4,13,4.2,-14
8868,Jamal Crawford,0,2018-03-26,MIN,MEM,0,0,1827,0.25,12,3,3,8,0.375,1,1,1,1,2,3,3,0,0,3,10,2,-2
8869,Jamal Crawford,0,2018-03-28,MIN,ATL,0,0,1535,0.444,9,4,1,4,0.25,1,1,1,1,0,1,4,0,0,2,10,6.8,5
8870,Jamal Crawford,0,2018-03-30,MIN,DAL,1,0,1831,0.611,18,11,2,5,0.4,0,0,,0,3,3,2,2,0,1,24,19.1,6
8871,Jamal Crawford,0,2018-04-01,MIN,UTA,0,0,1621,0.3,10,3,1,4,0.25,0,0,,0,1,1,2,0,0,3,7,-0.5,-24
8872,Jamal Crawford,0,2018-04-05,MIN,DEN,1,0,1217,0.444,9,4,1,3,0.333,0,0,,1,0,1,0,0,1,1,9,4.7,-2
8873,Jamal Crawford,0,2018-04-06,MIN,LAL,1,0,1608,0.167,6,1,0,3,0,3,3,1,1,1,2,2,0,0,0,5,2.4,-3
8874,Jamal Crawford,0,2018-04-09,MIN,MEM,0,0,1380,0.2,5,1,0,2,0,0,0,,1,2,3,3,0,0,2,2,0.3,17
8875,Jamal Crawford,0,2018-04-11,MIN,DEN,0,0,1054,0.143,7,1,0,2,0,0,0,,0,2,2,4,1,0,0,2,1.9,13
8876,Jordan Crawford,0,2017-10-18,NOP,MEM,1,0,760,0.5,4,2,1,2,0.5,0,0,,1,0,1,3,0,0,2,5,2.2,-10
8877,Jordan Crawford,0,2017-10-20,NOP,GSW,0,0,1479,0.5,10,5,3,3,1,0,0,,1,1,2,6,0,1,2,13,11.1,-2
8878,Jordan Crawford,0,2018-04-06,NOP,PHO,1,0,541,0.571,7,4,4,7,0.571,1,1,1,0,0,0,2,1,0,1,13,10.7,0
8879,Jordan Crawford,1,2018-04-07,NOP,GSW,1,,,,,,,,,,,,,,,,,,,,,
8880,Jordan Crawford,0,2018-04-09,NOP,LAC,1,0,214,0,4,0,0,2,0,0,0,,0,0,0,1,0,0,0,0,-2.1,-8
8881,Jordan Crawford,0,2018-04-11,NOP,SAS,0,0,203,0.5,2,1,0,0,,0,0,,0,1,1,1,0,0,0,2,2,1
8882,Jae Crowder,0,2017-10-17,CLE,BOS,0,1,2084,0.3,10,3,1,5,0.2,4,4,1,1,4,5,2,2,0,1,11,8.7,7
8883,Jae Crowder,0,2017-10-20,CLE,MIL,1,1,1498,0.75,8,6,2,2,1,0,0,,0,4,4,1,1,0,0,14,13.3,4
8884,Jae Crowder,0,2017-10-21,CLE,ORL,0,1,1116,0,3,0,0,2,0,0,0,,0,2,2,0,1,1,3,0,-4.4,-13
8885,Jae Crowder,0,2017-10-24,CLE,CHI,0,1,1854,0.4,10,4,3,7,0.429,0,0,,1,1,2,0,0,0,0,11,5.8,1
8886,Jae Crowder,0,2017-10-25,CLE,BRK,1,1,1259,0.667,3,2,1,2,0.5,0,2,0,0,1,1,1,0,0,1,5,2.9,-9
8887,Jae Crowder,0,2017-10-28,CLE,NOP,1,0,1251,0.286,7,2,1,5,0.2,0,2,0,1,3,4,2,2,0,1,5,4.1,-14
8888,Jae Crowder,0,2017-10-29,CLE,NYK,0,0,1204,0.2,5,1,1,4,0.25,2,2,1,0,5,5,1,0,0,1,5,2.7,1
8889,Jae Crowder,0,2017-11-01,CLE,IND,0,0,2013,0.3,10,3,0,5,0,3,3,1,1,3,4,0,1,0,0,9,5,-24
8890,Jae Crowder,0,2017-11-03,CLE,WAS,1,1,2039,0.571,7,4,1,2,0.5,8,8,1,2,5,7,1,2,0,1,17,16.7,15
8891,Jae Crowder,0,2017-11-05,CLE,ATL,0,1,1401,0.4,5,2,0,1,0,1,2,0.5,1,2,3,0,0,0,1,5,1.8,-22
8892,Jae Crowder,0,2017-11-07,CLE,MIL,0,1,1521,0.2,5,1,1,2,0.5,2,2,1,0,1,1,1,0,0,1,5,0.3,5
8893,Jae Crowder,0,2017-11-09,CLE,HOU,1,1,1434,0.5,2,1,1,1,1,0,0,,1,4,5,2,1,0,3,3,1.7,2
8894,Jae Crowder,0,2017-11-11,CLE,DAL,1,1,2095,0.308,13,4,1,6,0.167,6,6,1,3,4,7,3,0,0,0,15,12.1,9
8895,Jae Crowder,0,2017-11-13,CLE,NYK,1,1,1346,0.417,12,5,2,5,0.4,1,1,1,1,0,1,0,0,0,3,13,3.1,-17
8896,Jae Crowder,0,2017-11-15,CLE,CHO,1,1,1608,0.167,6,1,1,3,0.333,2,2,1,2,1,3,3,0,0,1,5,2.8,3
8897,Jae Crowder,0,2017-11-17,CLE,LAC,0,1,1653,0.333,9,3,1,3,0.333,2,2,1,1,4,5,0,1,0,0,9,6,1
8898,Jae Crowder,0,2017-11-20,CLE,DET,1,1,1543,0.455,11,5,2,5,0.4,6,6,1,2,3,5,0,0,0,0,18,14.2,23
8899,Jae Crowder,0,2017-11-22,CLE,BRK,0,1,1581,0.8,5,4,3,3,1,3,3,1,0,1,1,1,2,0,1,14,14.1,6
8900,Jae Crowder,0,2017-11-24,CLE,CHO,0,1,1664,0.455,11,5,2,7,0.286,0,0,,0,2,2,2,0,0,1,12,5.7,-15
8901,Jae Crowder,0,2017-11-27,CLE,PHI,1,1,1233,0,4,0,0,3,0,2,2,1,0,2,2,0,1,0,2,2,-2.4,-3
8902,Jae Crowder,0,2017-11-28,CLE,MIA,0,1,1198,0,2,0,0,1,0,0,0,,0,2,2,0,0,0,2,0,-4.8,4
8903,Jae Crowder,0,2017-11-30,CLE,ATL,1,1,1716,0.6,10,6,2,5,0.4,1,2,0.5,0,2,2,3,0,0,0,15,11.9,7
8904,Jae Crowder,0,2017-12-02,CLE,MEM,0,1,1326,0.25,4,1,1,4,0.25,2,2,1,0,0,0,0,1,0,0,5,3.6,-1
8905,Jae Crowder,0,2017-12-04,CLE,CHI,1,1,1269,0.375,8,3,3,7,0.429,0,0,,0,0,0,2,2,1,2,9,6.3,9
8906,Jae Crowder,0,2017-12-06,CLE,SAC,0,1,1432,0.333,6,2,0,3,0,0,0,,0,2,2,1,0,0,0,4,1.5,-2
8907,Jae Crowder,0,2017-12-08,CLE,IND,1,1,1428,0.143,7,1,1,5,0.2,3,3,1,2,4,6,2,0,1,0,6,5,2
8908,Jae Crowder,0,2017-12-09,CLE,PHI,0,1,2006,0.444,9,4,2,4,0.5,2,2,1,2,3,5,0,2,1,0,12,11.1,7
8909,Jae Crowder,0,2017-12-12,CLE,ATL,0,1,1603,0.5,10,5,2,6,0.333,1,1,1,1,0,1,1,0,1,2,13,6.9,14
8910,Jae Crowder,0,2017-12-14,CLE,LAL,0,1,1489,0.455,11,5,1,7,0.143,0,0,,0,0,0,2,0,0,1,11,4.1,5
8911,Jae Crowder,0,2017-12-16,CLE,UTA,0,1,1214,0.8,5,4,1,1,1,0,0,,1,2,3,0,2,0,0,9,10.4,-5
8912,Jae Crowder,0,2017-12-17,CLE,WAS,1,1,1366,0.6,5,3,1,2,0.5,0,0,,0,1,1,1,0,0,0,7,4.5,3
8913,Jae Crowder,0,2017-12-19,CLE,MIL,1,1,2174,0.4,10,4,0,5,0,2,2,1,1,5,6,2,1,0,1,10,6.6,5
8914,Jae Crowder,0,2017-12-21,CLE,CHI,0,1,1731,0.333,6,2,0,0,,0,0,,1,1,2,1,1,0,0,4,2.1,-4
8915,Jae Crowder,0,2017-12-25,CLE,GSW,1,1,1729,0.5,10,5,3,5,0.6,2,2,1,4,2,6,0,1,0,0,15,12.8,-1
8916,Jae Crowder,0,2017-12-27,CLE,SAC,1,1,1757,0.333,6,2,0,1,0,4,4,1,2,3,5,1,2,1,0,8,9.9,2
8917,Jae Crowder,0,2017-12-30,CLE,UTA,1,1,1268,0.333,3,1,0,0,,0,0,,2,2,4,1,1,0,2,2,1.6,-10
8918,Jae Crowder,0,2018-01-02,CLE,POR,0,1,1434,0.5,12,6,4,8,0.5,1,2,0.5,0,2,2,3,2,1,1,17,14.2,-5
8919,Jae Crowder,0,2018-01-03,CLE,BOS,1,1,1676,0.167,12,2,0,6,0,2,2,1,1,8,9,2,0,0,1,6,1.1,-15
8920,Jae Crowder,0,2018-01-06,CLE,ORL,1,1,1463,0.143,7,1,0,4,0,0,0,,1,3,4,3,2,0,0,2,2.4,29
8921,Jae Crowder,0,2018-01-08,CLE,MIN,1,1,1268,0.4,5,2,0,3,0,0,0,,0,4,4,0,0,1,0,4,2.4,-35
8922,Jae Crowder,0,2018-01-11,CLE,TOR,1,1,1120,0.667,6,4,1,2,0.5,2,2,1,0,2,2,0,2,0,1,11,8,-17
8923,Jae Crowder,0,2018-01-12,CLE,IND,1,1,1429,0.4,5,2,1,3,0.333,0,2,0,0,2,2,1,2,2,1,5,4.8,2
8924,Jae Crowder,0,2018-01-15,CLE,GSW,0,1,1288,0.429,7,3,1,4,0.25,0,0,,0,2,2,1,1,0,0,7,4.4,-4
8925,Jae Crowder,0,2018-01-18,CLE,ORL,0,1,1353,0.8,5,4,2,2,1,0,0,,2,3,5,0,1,0,1,10,9.2,3
8926,Jae Crowder,0,2018-01-20,CLE,OKC,0,1,1563,0.583,12,7,2,5,0.4,1,1,1,1,3,4,4,1,0,2,17,14,-24
8927,Jae Crowder,0,2018-01-23,CLE,SAS,1,1,1897,0.667,6,4,3,4,0.75,2,2,1,0,4,4,0,0,0,0,13,10.8,-5
8928,Jae Crowder,0,2018-01-26,CLE,IND,0,0,966,0,3,0,0,2,0,3,4,0.75,1,2,3,1,1,0,0,3,3.1,-11
8929,Jae Crowder,0,2018-01-28,CLE,DET,0,0,1532,0.667,6,4,1,2,0.5,3,4,0.75,1,2,3,0,0,1,0,12,10.2,12
8930,Jae Crowder,0,2018-01-30,CLE,DET,1,0,1590,0.375,8,3,2,5,0.4,0,0,,0,3,3,1,0,0,1,8,3.8,-16
8931,Jae Crowder,0,2018-01-31,CLE,MIA,0,1,1611,0.571,7,4,1,2,0.5,2,2,1,0,7,7,1,1,0,1,11,8.9,2
8932,Jae Crowder,0,2018-02-03,CLE,HOU,0,1,1480,0.5,6,3,2,3,0.667,0,0,,0,1,1,2,0,0,1,8,3.7,-16
8933,Jae Crowder,0,2018-02-06,CLE,ORL,1,1,1543,0.167,6,1,0,3,0,0,2,0,1,1,2,0,0,1,1,2,-2.7,-11
8934,Jae Crowder,0,2018-02-07,CLE,MIN,0,1,1417,0.6,5,3,1,2,0.5,3,4,0.75,0,2,2,2,1,0,0,10,8.7,-2
8935,Jae Crowder,1,2018-02-09,UTA,CHO,0,,,,,,,,,,,,,,,,,,,,,
8936,Jae Crowder,0,2018-02-11,UTA,POR,1,0,1720,0.455,11,5,3,7,0.429,2,2,1,0,5,5,3,1,0,3,15,10.1,4
