,name,did_not_play,date,team,opponent,home_away,game_start,seconds_played,field_goal_pct,field_goal_attempt,field_goal_made,threePT_made,threePT_attempt,threePT_pct,free_throws_made,free_throws_attempt,free_throws_pct,orb,drb,trb,assists,steals,blocks,turnovers,points,game_score,plus_minus
3060,Bojan Bogdanovic,0,2018-12-23,IND,WAS,0,1,1765,0.417,12,5,3,7,0.429,1,2,0.5,0,3,3,2,3,0,3,14,9.1,1
3061,Bojan Bogdanovic,0,2018-12-26,IND,ATL,1,1,1841,0.3,10,3,1,6,0.167,9,10,0.9,2,3,5,2,3,0,3,16,13.1,-2
3062,Bojan Bogdanovic,0,2018-12-28,IND,DET,0,1,1624,0.6,10,6,0,3,0,0,0,,1,4,5,2,0,0,0,12,10.7,20
3063,Bojan Bogdanovic,0,2018-12-31,IND,ATL,0,1,1962,0.5,12,6,1,3,0.333,3,3,1,0,4,4,3,2,0,5,16,9.9,5
3064,Bojan Bogdanovic,0,2019-01-04,IND,CHI,1,1,2392,0.333,15,5,0,3,0,3,4,0.75,2,4,6,4,0,0,0,13,9.5,-2
3065,Bojan Bogdanovic,0,2019-01-06,IND,TOR,1,1,2222,0.5,18,9,2,4,0.5,1,3,0.333,2,7,9,3,2,0,0,21,18,-12
3066,Bojan Bogdanovic,0,2019-01-08,IND,CLE,1,1,1897,0.563,16,9,2,6,0.333,3,3,1,1,3,4,2,1,0,0,23,19.4,13
3067,Bojan Bogdanovic,0,2019-01-09,IND,BOS,1,1,1450,0.333,9,3,1,4,0.25,0,2,0,1,2,3,3,1,0,0,7,5.5,-20
3068,Bojan Bogdanovic,0,2019-01-11,IND,NYK,1,1,1550,0.417,12,5,3,5,0.6,2,2,1,0,2,2,1,1,0,1,15,9.1,12
3069,Bojan Bogdanovic,0,2019-01-15,IND,PHO,0,1,1757,0.583,12,7,3,5,0.6,3,4,0.75,0,5,5,3,0,0,0,20,17.6,16
3070,Bojan Bogdanovic,0,2019-01-17,IND,PHI,0,1,2105,0.273,11,3,1,7,0.143,2,2,1,0,1,1,1,0,0,1,9,2.1,-6
3071,Bojan Bogdanovic,0,2019-01-19,IND,DAL,0,1,1981,0.2,10,2,0,4,0,5,5,1,0,7,7,1,0,0,1,9,3.4,8
3072,Bojan Bogdanovic,0,2019-01-20,IND,CHO,0,1,1659,0.5,14,7,1,1,1,1,1,1,1,6,7,2,1,0,1,16,10.9,3
3073,Bojan Bogdanovic,0,2019-01-23,IND,TOR,0,1,2039,0.455,11,5,2,3,0.667,4,5,0.8,0,4,4,2,1,0,0,16,12.3,-6
3074,Bojan Bogdanovic,0,2019-01-26,IND,MEM,1,1,2161,0.429,14,6,1,6,0.167,8,9,0.889,0,5,5,1,0,0,2,21,11,-4
3075,Bojan Bogdanovic,0,2019-01-28,IND,GSW,0,1,1679,0.385,13,5,3,6,0.5,2,2,1,0,3,3,2,0,0,2,15,7.8,-23
3076,Bojan Bogdanovic,0,2019-01-30,IND,WAS,1,1,1623,0.417,12,5,2,3,0.667,0,0,,0,2,2,2,0,0,2,12,5.6,-13
3077,Bojan Bogdanovic,0,2019-01-31,IND,ORL,1,1,2080,0.444,18,8,1,5,0.2,4,4,1,0,4,4,2,0,0,0,21,13.4,4
3078,Bojan Bogdanovic,0,2019-02-02,IND,MIA,1,1,2295,0.684,19,13,3,7,0.429,2,2,1,0,7,7,1,1,0,1,31,25.3,22
3079,Bojan Bogdanovic,0,2019-02-04,IND,NOP,1,1,2001,0.333,12,4,3,5,0.6,3,5,0.6,0,1,1,4,1,0,3,14,6.3,6
3080,Bojan Bogdanovic,0,2019-02-05,IND,LAL,0,1,1962,0.588,17,10,4,10,0.4,0,0,,0,1,1,5,1,0,5,24,15.1,37
3081,Bojan Bogdanovic,0,2019-02-07,IND,LAC,0,1,1916,0.632,19,12,3,6,0.5,2,2,1,2,5,7,1,3,0,1,29,25.3,22
3082,Bojan Bogdanovic,0,2019-02-09,IND,CLE,0,1,2017,0.529,17,9,3,7,0.429,2,2,1,0,1,1,2,0,0,1,23,15,12
3083,Bojan Bogdanovic,0,2019-02-11,IND,CHO,0,1,1831,0.455,11,5,1,5,0.2,3,4,0.75,1,1,2,0,0,0,2,14,5.7,-9
3084,Bojan Bogdanovic,0,2019-02-13,IND,MIL,0,1,1942,0.5,14,7,1,4,0.25,5,6,0.833,0,6,6,3,1,0,0,20,15.9,-2
3085,Bojan Bogdanovic,0,2019-02-22,IND,NOP,0,1,1511,0.5,14,7,3,5,0.6,3,4,0.75,0,5,5,2,1,0,2,20,12.5,-2
3086,Bojan Bogdanovic,0,2019-02-23,IND,WAS,1,1,1870,0.533,15,8,2,5,0.4,0,4,0,0,4,4,4,1,0,3,18,11.1,4
3087,Bojan Bogdanovic,0,2019-02-25,IND,DET,1,1,2086,0.5,18,9,1,5,0.2,6,6,1,0,4,4,2,0,0,2,25,15.8,-4
3088,Bojan Bogdanovic,0,2019-02-27,IND,DAL,1,1,2023,0.563,16,9,1,4,0.25,3,3,1,0,4,4,0,1,0,4,22,11.8,-12
3089,Bojan Bogdanovic,0,2019-02-28,IND,MIN,0,1,1779,0.591,22,13,4,7,0.571,7,9,0.778,2,5,7,4,0,0,1,37,30.3,17
3090,Bojan Bogdanovic,0,2019-03-02,IND,ORL,0,1,1853,0.471,17,8,2,7,0.286,7,8,0.875,0,3,3,3,1,0,1,25,18.9,-3
3091,Bojan Bogdanovic,0,2019-03-05,IND,CHI,0,1,2097,0.643,14,9,4,5,0.8,5,6,0.833,0,6,6,1,2,0,1,27,22.7,5
3092,Bojan Bogdanovic,0,2019-03-07,IND,MIL,1,1,1950,0.4,15,6,3,5,0.6,2,4,0.5,0,5,5,1,2,0,1,17,10.5,-9
3093,Bojan Bogdanovic,0,2019-03-10,IND,PHI,1,1,2014,0.375,16,6,1,4,0.25,5,8,0.625,0,5,5,2,2,0,2,18,9.7,-19
3094,Bojan Bogdanovic,0,2019-03-12,IND,NYK,0,1,2177,0.563,16,9,3,8,0.375,3,3,1,0,4,4,2,0,0,1,24,16.8,2
3095,Bojan Bogdanovic,0,2019-03-14,IND,OKC,0,1,2073,0.438,16,7,2,5,0.4,7,11,0.636,0,4,4,5,0,0,2,23,14.9,7
3096,Bojan Bogdanovic,0,2019-03-16,IND,DEN,1,1,1927,0.417,12,5,0,5,0,6,6,1,0,6,6,2,0,0,2,16,10.4,-11
3097,Bojan Bogdanovic,0,2019-03-18,IND,POR,1,1,1653,0.429,14,6,0,2,0,3,3,1,1,1,2,2,3,0,1,15,11.2,-5
3098,Bojan Bogdanovic,0,2019-03-19,IND,LAC,1,1,2150,0.5,12,6,2,4,0.5,5,7,0.714,1,4,5,2,0,0,4,19,11.1,1
3099,Bojan Bogdanovic,0,2019-03-21,IND,GSW,1,1,1536,0.3,10,3,0,3,0,3,4,0.75,0,4,4,1,0,0,3,9,1.3,-15
3100,Andrew Bogut,1,2019-03-08,GSW,DEN,0,,,,,,,,,,,,,,,,,,,,,
3101,Andrew Bogut,1,2019-03-10,GSW,PHO,0,,,,,,,,,,,,,,,,,,,,,
3102,Andrew Bogut,1,2019-03-13,GSW,HOU,1,,,,,,,,,,,,,,,,,,,,,
3103,Andrew Bogut,1,2019-03-16,GSW,OKC,1,,,,,,,,,,,,,,,,,,,,,
3104,Andrew Bogut,0,2019-03-18,GSW,SAS,1,1,1145,0.75,4,3,0,0,,1,1,1,0,7,7,1,1,0,1,7,7,-2
3105,Andrew Bogut,0,2019-03-19,GSW,MIN,1,1,779,0.25,4,1,0,0,,0,0,,2,4,6,3,0,0,1,2,2.1,-9
3106,Andrew Bogut,0,2019-03-21,GSW,IND,0,0,540,0.125,8,1,0,0,,2,2,1,4,3,7,1,0,0,1,4,1.4,-12
3107,Andrew Bogut,1,2019-03-23,GSW,DAL,0,,,,,,,,,,,,,,,,,,,,,
3108,Devin Booker,0,2018-10-17,PHO,DAL,0,1,2007,0.632,19,12,6,10,0.6,5,6,0.833,0,4,4,7,0,0,3,35,27.6,22
3109,Devin Booker,0,2018-10-20,PHO,DEN,1,1,2187,0.333,15,5,1,6,0.167,14,17,0.824,0,2,2,7,1,0,6,25,14.6,-24
3110,Devin Booker,0,2018-10-22,PHO,GSW,1,1,2307,0.524,21,11,3,9,0.333,3,3,1,1,4,5,6,2,0,9,28,14.8,-5
3111,Devin Booker,0,2018-10-24,PHO,LAL,0,1,1745,0.5,16,8,2,6,0.333,5,7,0.714,0,7,7,7,0,0,4,23,16,-14
3112,Devin Booker,1,2018-10-27,PHO,MEM,1,,,,,,,,,,,,,,,,,,,,,
3113,Devin Booker,1,2018-10-28,PHO,OKC,1,,,,,,,,,,,,,,,,,,,,,
3114,Devin Booker,1,2018-10-31,PHO,SAS,0,,,,,,,,,,,,,,,,,,,,,
3115,Devin Booker,0,2018-11-02,PHO,TOR,0,1,2133,0.4,20,8,2,7,0.286,0,1,0,1,3,4,6,1,1,3,18,10.9,-6
3116,Devin Booker,0,2018-11-04,PHO,MEM,0,1,2099,0.412,17,7,2,8,0.25,9,10,0.9,0,0,0,7,0,0,4,25,14.4,3
3117,Devin Booker,0,2018-11-06,PHO,BRK,0,1,2183,0.286,21,6,2,8,0.25,6,6,1,3,5,8,2,1,0,4,20,8.1,-6
3118,Devin Booker,0,2018-11-08,PHO,BOS,0,1,2559,0.5,30,15,4,13,0.308,4,5,0.8,0,3,3,9,3,0,6,38,25.6,-2
3119,Devin Booker,0,2018-11-10,PHO,NOP,1,1,2072,0.333,12,4,2,5,0.4,2,2,1,0,1,1,7,2,0,4,12,6.8,-10
3120,Devin Booker,0,2018-11-12,PHO,OKC,1,1,2221,0.389,18,7,1,4,0.25,4,4,1,2,2,4,6,0,0,3,19,11.2,-32
3121,Devin Booker,0,2018-11-14,PHO,SAS,0,1,2230,0.357,14,5,2,6,0.333,1,1,1,1,3,4,12,2,0,7,13,9.8,20
3122,Devin Booker,0,2018-11-17,PHO,OKC,0,1,2354,0.313,16,5,3,8,0.375,3,4,0.75,0,4,4,12,0,0,1,16,13,-10
3123,Devin Booker,0,2018-11-19,PHO,PHI,1,1,2187,0.464,28,13,6,15,0.4,5,7,0.714,0,3,3,8,0,0,2,37,23.9,0
3124,Devin Booker,0,2018-11-21,PHO,CHI,1,1,2014,0.45,20,9,1,8,0.125,4,4,1,0,2,2,6,3,0,6,23,12.4,-8
3125,Devin Booker,0,2018-11-23,PHO,MIL,1,1,2360,0.5,26,13,1,5,0.2,2,2,1,0,4,4,7,3,0,3,29,20.5,14
3126,Devin Booker,0,2018-11-25,PHO,DET,1,1,2242,0.583,24,14,3,9,0.333,6,6,1,0,4,4,5,0,0,4,37,25.7,-4
3127,Devin Booker,0,2018-11-27,PHO,IND,0,1,2181,0.333,21,7,3,9,0.333,3,6,0.5,1,3,4,8,3,0,5,20,10.9,-4
3128,Devin Booker,0,2018-11-28,PHO,LAC,1,1,2106,0.429,21,9,1,6,0.167,4,4,1,0,4,4,4,1,0,3,23,12.7,-20
3129,Devin Booker,1,2018-11-30,PHO,ORL,0,,,,,,,,,,,,,,,,,,,,,
3130,Devin Booker,0,2018-12-02,PHO,LAL,1,1,1025,0.375,8,3,0,2,0,0,0,,0,1,1,2,0,1,1,6,2.2,6
3131,Devin Booker,1,2018-12-04,PHO,SAC,0,,,,,,,,,,,,,,,,,,,,,
3132,Devin Booker,1,2018-12-06,PHO,POR,1,,,,,,,,,,,,,,,,,,,,,
3133,Devin Booker,1,2018-12-07,PHO,MIA,0,,,,,,,,,,,,,,,,,,,,,
3134,Devin Booker,1,2018-12-10,PHO,LAC,0,,,,,,,,,,,,,,,,,,,,,
3135,Devin Booker,1,2018-12-11,PHO,SAS,1,,,,,,,,,,,,,,,,,,,,,
3136,Devin Booker,1,2018-12-13,PHO,DAL,0,,,,,,,,,,,,,,,,,,,,,
3137,Devin Booker,0,2018-12-15,PHO,MIN,0,1,2159,0.625,16,10,3,6,0.5,5,6,0.833,0,7,7,7,0,0,2,28,24.6,2
3138,Devin Booker,0,2018-12-17,PHO,NYK,1,1,2236,0.478,23,11,2,7,0.286,14,15,0.933,0,7,7,2,2,0,1,38,28.4,10
3139,Devin Booker,0,2018-12-19,PHO,BOS,1,1,2234,0.391,23,9,3,8,0.375,4,6,0.667,2,3,5,8,1,2,6,25,15.2,-4
3140,Devin Booker,0,2018-12-22,PHO,WAS,1,1,3276,0.429,28,12,2,12,0.167,7,8,0.875,3,1,4,14,1,1,4,33,25.7,-1
3141,Devin Booker,0,2018-12-23,PHO,BRK,1,1,1803,0.435,23,10,1,4,0.25,4,4,1,2,0,2,9,0,0,4,25,15.8,-4
3142,Devin Booker,0,2018-12-26,PHO,ORL,1,1,2392,0.542,24,13,5,8,0.625,4,5,0.8,0,7,7,8,2,1,5,35,27.2,-3
3143,Devin Booker,0,2018-12-28,PHO,OKC,0,1,1975,0.364,22,8,2,5,0.4,7,8,0.875,0,7,7,10,3,0,2,25,20.5,-6
3144,Devin Booker,0,2018-12-29,PHO,DEN,0,1,2171,0.611,18,11,1,5,0.2,4,4,1,0,1,1,8,1,0,3,27,21.9,-4
3145,Devin Booker,0,2018-12-31,PHO,GSW,0,1,1966,0.4,15,6,2,5,0.4,6,6,1,0,2,2,6,1,0,5,20,11.1,-21
3146,Devin Booker,0,2019-01-02,PHO,PHI,0,1,2121,0.455,22,10,2,7,0.286,15,17,0.882,1,1,2,8,0,0,3,37,26.8,-12
3147,Devin Booker,0,2019-01-04,PHO,LAC,0,1,2226,0.571,14,8,1,2,0.5,6,11,0.545,2,1,3,4,0,0,4,23,13.3,-15
3148,Devin Booker,0,2019-01-06,PHO,CHO,0,1,736,0.429,7,3,1,2,0.5,0,0,,0,0,0,3,0,0,2,7,3,3
3149,Devin Booker,1,2019-01-08,PHO,SAC,0,,,,,,,,,,,,,,,,,,,,,
3150,Devin Booker,1,2019-01-09,PHO,DAL,1,,,,,,,,,,,,,,,,,,,,,
3151,Devin Booker,1,2019-01-12,PHO,DEN,0,,,,,,,,,,,,,,,,,,,,,
3152,Devin Booker,0,2019-01-15,PHO,IND,1,1,1593,0.333,12,4,0,4,0,0,0,,0,5,5,5,0,0,4,8,0.2,-31
3153,Devin Booker,0,2019-01-17,PHO,TOR,1,1,2111,0.476,21,10,4,9,0.444,6,9,0.667,0,2,2,8,0,0,6,30,17.1,2
3154,Devin Booker,0,2019-01-19,PHO,CHO,1,1,2252,0.435,23,10,2,7,0.286,10,12,0.833,1,1,2,11,0,0,0,32,27.8,0
3155,Devin Booker,0,2019-01-20,PHO,MIN,1,1,1977,0.467,15,7,1,6,0.167,3,4,0.75,0,6,6,6,0,0,5,18,8.9,-11
3156,Devin Booker,0,2019-01-22,PHO,MIN,0,1,1452,0.545,11,6,0,1,0,2,2,1,0,3,3,4,1,1,4,14,8.9,-20
3157,Devin Booker,0,2019-01-24,PHO,POR,0,1,1815,0.45,20,9,2,7,0.286,7,8,0.875,0,1,1,3,1,0,8,27,10.8,-31
3158,Devin Booker,0,2019-01-25,PHO,DEN,1,1,1802,0.474,19,9,2,4,0.5,15,16,0.938,0,4,4,2,0,0,4,35,22.7,-20
3159,Devin Booker,0,2019-01-27,PHO,LAL,1,1,2178,0.5,18,9,0,1,0,3,3,1,1,1,2,6,0,0,3,21,13,-11
3160,Devin Booker,0,2019-01-29,PHO,SAS,1,1,2417,0.737,19,14,3,6,0.5,7,7,1,0,5,5,7,2,0,6,38,32.3,0
3161,Devin Booker,0,2019-02-02,PHO,ATL,0,1,2564,0.481,27,13,4,10,0.4,2,3,0.667,1,7,8,10,1,0,4,32,23.9,5
3162,Devin Booker,0,2019-02-04,PHO,HOU,0,1,1958,0.583,12,7,0,2,0,5,7,0.714,2,5,7,5,0,0,0,19,17.4,-21
3163,Devin Booker,1,2019-02-06,PHO,UTA,1,,,,,,,,,,,,,,,,,,,,,
3164,Devin Booker,1,2019-02-08,PHO,GSW,0,,,,,,,,,,,,,,,,,,,,,
3165,Devin Booker,0,2019-02-10,PHO,SAC,1,1,2122,0.474,19,9,3,5,0.6,6,7,0.857,1,7,8,6,0,0,5,27,16.9,-15
3166,Devin Booker,0,2019-02-13,PHO,LAC,1,1,1968,0.2,10,2,0,3,0,6,6,1,1,5,6,5,1,1,3,10,7,-15
3167,Devin Booker,0,2019-02-21,PHO,CLE,1,1,2277,0.5,20,10,3,9,0.333,7,9,0.778,0,1,1,7,1,0,9,30,14.8,-12
3168,Devin Booker,0,2019-02-23,PHO,ATL,1,1,2166,0.348,23,8,2,6,0.333,8,8,1,0,7,7,8,0,1,2,26,18.3,-14
3169,Devin Booker,0,2019-02-25,PHO,MIA,1,1,1969,0.375,16,6,3,9,0.333,5,5,1,1,3,4,9,0,0,4,20,13.1,3
3170,Devin Booker,0,2019-03-01,PHO,NOP,0,1,2013,0.353,17,6,1,5,0.2,13,14,0.929,2,4,6,7,1,0,6,26,17.8,-12
3171,Devin Booker,0,2019-03-02,PHO,LAL,0,1,2386,0.444,18,8,0,5,0,9,9,1,0,4,4,4,1,0,4,25,15.8,13
3172,Devin Booker,0,2019-03-04,PHO,MIL,0,1,2353,0.444,18,8,2,4,0.5,4,4,1,1,4,5,7,1,0,4,22,15.2,14
3173,Devin Booker,0,2019-03-06,PHO,NYK,0,1,2036,0.609,23,14,6,10,0.6,7,7,1,1,4,5,4,2,1,5,41,31.3,17
3174,Devin Booker,0,2019-03-09,PHO,POR,1,1,1835,0.368,19,7,1,4,0.25,8,8,1,0,2,2,5,2,0,4,23,13.4,-6
3175,Devin Booker,0,2019-03-10,PHO,GSW,1,1,2436,0.565,23,13,2,6,0.333,9,9,1,1,7,8,11,2,0,5,37,32.4,12
3176,Devin Booker,0,2019-03-13,PHO,UTA,0,1,2136,0.45,20,9,2,4,0.5,7,9,0.778,0,4,4,6,0,1,4,27,17.1,-8
3177,Devin Booker,0,2019-03-15,PHO,HOU,1,1,2229,0.409,22,9,1,7,0.143,10,11,0.909,1,4,5,7,0,0,5,29,18.2,-1
3178,Devin Booker,0,2019-03-16,PHO,NOP,1,1,2469,0.462,26,12,3,8,0.375,13,18,0.722,1,4,5,13,0,1,7,40,28.1,3
3179,Devin Booker,0,2019-03-18,PHO,CHI,0,1,2424,0.375,24,9,1,8,0.125,6,10,0.6,1,7,8,7,0,0,3,25,13.3,-15
3180,Devin Booker,0,2019-03-21,PHO,DET,0,1,1940,0.471,17,8,2,5,0.4,8,10,0.8,0,5,5,2,3,0,5,26,16.2,-15
3181,Devin Booker,0,2019-03-23,PHO,SAC,1,1,2342,0.37,27,10,2,11,0.182,10,10,1,0,2,2,10,2,0,3,32,23.7,-5
3182,Chris Boucher,1,2018-10-17,TOR,CLE,0,,,,,,,,,,,,,,,,,,,,,
3183,Chris Boucher,1,2018-10-19,TOR,BOS,0,,,,,,,,,,,,,,,,,,,,,
3184,Chris Boucher,1,2018-10-20,TOR,WAS,1,,,,,,,,,,,,,,,,,,,,,
3185,Chris Boucher,1,2018-10-22,TOR,CHO,0,,,,,,,,,,,,,,,,,,,,,
3186,Chris Boucher,1,2018-10-24,TOR,MIN,0,,,,,,,,,,,,,,,,,,,,,
3187,Chris Boucher,1,2018-10-26,TOR,DAL,0,,,,,,,,,,,,,,,,,,,,,
3188,Chris Boucher,0,2018-10-29,TOR,MIL,1,0,137,0.5,2,1,0,1,0,4,6,0.667,2,0,2,0,0,1,0,6,6.3,8
3189,Chris Boucher,1,2018-10-30,TOR,PHI,0,,,,,,,,,,,,,,,,,,,,,
3190,Chris Boucher,1,2018-11-02,TOR,PHO,1,,,,,,,,,,,,,,,,,,,,,
3191,Chris Boucher,1,2018-11-04,TOR,LAL,1,,,,,,,,,,,,,,,,,,,,,
3192,Chris Boucher,1,2018-11-05,TOR,UTA,1,,,,,,,,,,,,,,,,,,,,,
3193,Chris Boucher,1,2018-11-07,TOR,SAC,1,,,,,,,,,,,,,,,,,,,,,
3194,Chris Boucher,1,2018-11-10,TOR,NYK,0,,,,,,,,,,,,,,,,,,,,,
3195,Chris Boucher,1,2018-11-12,TOR,NOP,0,,,,,,,,,,,,,,,,,,,,,
3196,Chris Boucher,1,2018-11-14,TOR,DET,0,,,,,,,,,,,,,,,,,,,,,
3197,Chris Boucher,1,2018-11-16,TOR,BOS,1,,,,,,,,,,,,,,,,,,,,,
3198,Chris Boucher,0,2018-11-17,TOR,CHI,1,0,398,0.25,4,1,0,2,0,0,0,,0,3,3,0,0,2,0,2,1.5,-1
3199,Chris Boucher,1,2018-11-20,TOR,ORL,1,,,,,,,,,,,,,,,,,,,,,
3200,Chris Boucher,0,2018-11-21,TOR,ATL,1,0,183,1,2,2,1,1,1,0,0,,1,1,2,0,0,0,0,5,5,-2
3201,Chris Boucher,1,2018-11-23,TOR,WAS,0,,,,,,,,,,,,,,,,,,,,,
3202,Chris Boucher,1,2018-11-25,TOR,MIA,0,,,,,,,,,,,,,,,,,,,,,
3203,Chris Boucher,1,2018-11-27,TOR,MEM,1,,,,,,,,,,,,,,,,,,,,,
3204,Chris Boucher,1,2018-11-29,TOR,GSW,0,,,,,,,,,,,,,,,,,,,,,
3205,Chris Boucher,1,2018-12-01,TOR,CLE,1,,,,,,,,,,,,,,,,,,,,,
3206,Chris Boucher,1,2018-12-03,TOR,DEN,0,,,,,,,,,,,,,,,,,,,,,
3207,Chris Boucher,1,2018-12-05,TOR,PHI,0,,,,,,,,,,,,,,,,,,,,,
3208,Chris Boucher,1,2018-12-07,TOR,BRK,1,,,,,,,,,,,,,,,,,,,,,
3209,Chris Boucher,1,2018-12-09,TOR,MIL,0,,,,,,,,,,,,,,,,,,,,,
3210,Chris Boucher,1,2018-12-11,TOR,LAC,1,,,,,,,,,,,,,,,,,,,,,
3211,Chris Boucher,1,2018-12-12,TOR,GSW,1,,,,,,,,,,,,,,,,,,,,,
3212,Chris Boucher,1,2018-12-14,TOR,POR,1,,,,,,,,,,,,,,,,,,,,,
3213,Chris Boucher,0,2018-12-16,TOR,DEN,1,0,97,0,1,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,-0.7,-1
3214,Chris Boucher,0,2018-12-19,TOR,IND,0,0,583,0.5,4,2,1,2,0.5,0,0,,0,2,2,0,1,3,0,5,6.7,-7
3215,Chris Boucher,0,2018-12-21,TOR,CLE,0,0,121,0,1,0,0,0,,2,2,1,1,0,1,0,0,1,0,2,2.7,5
3216,Chris Boucher,0,2018-12-22,TOR,PHI,1,0,347,0,1,0,0,1,0,0,0,,0,2,2,0,0,1,2,0,-3,-6
3217,Chris Boucher,1,2018-12-26,TOR,MIA,1,,,,,,,,,,,,,,,,,,,,,
3218,Chris Boucher,0,2018-12-28,TOR,ORL,1,0,550,0.75,4,3,3,3,1,0,0,,0,1,1,0,1,2,0,9,9.7,-1
3219,Chris Boucher,0,2018-12-30,TOR,CHI,0,0,324,0.5,2,1,1,2,0.5,0,0,,1,0,1,0,0,2,0,3,3.3,-2
3220,Chris Boucher,1,2019-01-01,TOR,UTA,0,,,,,,,,,,,,,,,,,,,,,
3221,Chris Boucher,0,2019-01-03,TOR,SAS,1,0,283,0.333,3,1,1,2,0.5,0,0,,1,1,2,0,0,1,0,3,3,9
3222,Chris Boucher,1,2019-01-05,TOR,MIL,1,,,,,,,,,,,,,,,,,,,,,
3223,Chris Boucher,0,2019-01-06,TOR,IND,0,0,104,1,1,1,1,1,1,0,0,,0,0,0,0,0,0,0,3,2.7,0
3224,Chris Boucher,1,2019-01-08,TOR,ATL,0,,,,,,,,,,,,,,,,,,,,,
3225,Chris Boucher,0,2019-01-11,TOR,BRK,0,0,293,0.25,4,1,0,1,0,0,0,,2,0,2,0,0,0,0,2,0.6,-18
3226,Chris Boucher,1,2019-01-13,TOR,WAS,1,,,,,,,,,,,,,,,,,,,,,
3227,Chris Boucher,1,2019-01-16,TOR,BOS,1,,,,,,,,,,,,,,,,,,,,,
3228,Chris Boucher,0,2019-01-17,TOR,PHO,0,0,318,0.333,3,1,0,1,0,1,1,1,0,0,0,0,0,1,0,3,0.8,5
3229,Chris Boucher,0,2019-01-19,TOR,MEM,0,0,544,0.25,4,1,1,2,0.5,0,0,,0,3,3,0,0,2,0,3,2.5,-6
3230,Chris Boucher,0,2019-01-22,TOR,SAC,0,0,699,0.5,4,2,0,2,0,4,4,1,1,2,3,0,0,0,0,8,7.3,2
3231,Chris Boucher,1,2019-01-23,TOR,IND,1,,,,,,,,,,,,,,,,,,,,,
3232,Chris Boucher,1,2019-01-25,TOR,HOU,1,,,,,,,,,,,,,,,,,,,,,
3233,Chris Boucher,1,2019-01-27,TOR,DAL,1,,,,,,,,,,,,,,,,,,,,,
3234,Chris Boucher,1,2019-01-31,TOR,MIL,0,,,,,,,,,,,,,,,,,,,,,
3235,Chris Boucher,0,2019-02-03,TOR,LAC,0,0,375,0.667,6,4,0,1,0,0,0,,2,2,4,0,1,0,0,8,7.6,-3
3236,Chris Boucher,1,2019-02-05,TOR,PHI,1,,,,,,,,,,,,,,,,,,,,,
3237,Chris Boucher,1,2019-02-07,TOR,ATL,1,,,,,,,,,,,,,,,,,,,,,
3238,Chris Boucher,1,2019-02-09,TOR,NYK,1,,,,,,,,,,,,,,,,,,,,,
3239,Chris Boucher,1,2019-02-11,TOR,BRK,0,,,,,,,,,,,,,,,,,,,,,
3240,Chris Boucher,0,2019-02-13,TOR,WAS,0,0,208,0.5,2,1,1,2,0.5,0,0,,0,0,0,0,0,0,0,3,1.6,-8
3241,Chris Boucher,1,2019-02-22,TOR,SAS,0,,,,,,,,,,,,,,,,,,,,,
3242,Chris Boucher,0,2019-02-24,TOR,ORL,0,0,179,0,1,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,-0.7,5
3243,Chris Boucher,0,2019-02-26,TOR,BOS,0,0,279,0.333,3,1,0,1,0,0,0,,1,1,2,0,0,2,0,2,2.3,0
3244,Chris Boucher,1,2019-03-01,TOR,POR,0,,,,,,,,,,,,,,,,,,,,,
3245,Chris Boucher,1,2019-03-03,TOR,DET,1,,,,,,,,,,,,,,,,,,,,,
3246,Chris Boucher,1,2019-03-05,TOR,HOU,0,,,,,,,,,,,,,,,,,,,,,
3247,Chris Boucher,0,2019-03-08,TOR,NOP,1,0,214,0,2,0,0,1,0,0,0,,1,1,2,0,0,2,0,0,1,6
3248,Chris Boucher,0,2019-03-10,TOR,MIA,1,0,223,0,1,0,0,1,0,0,0,,0,1,1,0,0,0,0,0,-1.2,-1
3249,Chris Boucher,0,2019-03-11,TOR,CLE,1,0,228,0,1,0,0,0,,2,2,1,0,2,2,0,1,0,1,2,1.1,-6
3250,Chris Boucher,0,2019-03-14,TOR,LAL,0,0,475,0.333,3,1,0,1,0,0,0,,1,2,3,0,1,1,0,2,2.9,-6
3251,Chris Boucher,1,2019-03-17,TOR,DET,1,,,,,,,,,,,,,,,,,,,,,
3252,Chris Boucher,0,2019-03-18,TOR,NYK,0,0,380,0.5,2,1,0,1,0,0,0,,0,2,2,0,1,0,0,2,2.2,6
3253,Chris Boucher,1,2019-03-20,TOR,OKC,1,,,,,,,,,,,,,,,,,,,,,
3254,Chris Boucher,1,2019-03-22,TOR,OKC,0,,,,,,,,,,,,,,,,,,,,,
3255,Avery Bradley,0,2018-10-17,LAC,DEN,0,1,1676,0.4,10,4,0,2,0,0,0,,2,0,2,0,1,2,2,8,3.6,-9
3256,Avery Bradley,0,2018-10-19,LAC,OKC,0,1,1732,0.125,8,1,1,5,0.2,0,0,,1,1,2,2,1,0,1,3,-1,0
3257,Avery Bradley,0,2018-10-21,LAC,HOU,0,1,1447,0.4,5,2,0,1,0,0,0,,0,1,1,3,1,0,0,4,3.5,-21
3258,Avery Bradley,0,2018-10-23,LAC,NOP,1,1,1710,0.125,8,1,0,2,0,0,0,,1,1,2,0,0,0,1,2,-4.4,-6
