,name,did_not_play,date,team,opponent,home_away,game_start,seconds_played,field_goal_pct,field_goal_attempt,field_goal_made,threePT_made,threePT_attempt,threePT_pct,free_throws_made,free_throws_attempt,free_throws_pct,orb,drb,trb,assists,steals,blocks,turnovers,points,game_score,plus_minus
16,Alex Abrines,1,2018-11-21,OKC,GSW,1,,,,,,,,,,,,,,,,,,,,,
17,Alex Abrines,0,2018-11-23,OKC,CHO,0,0,406,0,1,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,-2.3,1
18,Alex Abrines,0,2018-11-24,OKC,DEN,0,0,468,0,2,0,0,2,0,0,0,,0,1,1,1,0,0,0,0,-0.8,-9
19,Alex Abrines,0,2018-11-28,OKC,CLE,0,1,1595,0.111,9,1,1,8,0.125,0,0,,1,2,3,1,0,0,0,3,-1.3,13
20,Alex Abrines,0,2018-11-30,OKC,ATL,0,1,1550,0.636,11,7,7,11,0.636,0,0,,0,2,2,1,0,0,0,21,16.6,6
21,Alex Abrines,0,2018-12-03,OKC,DET,1,0,1079,0.333,3,1,0,2,0,0,0,,0,1,1,1,0,0,1,2,-0.1,-1
22,Alex Abrines,0,2018-12-05,OKC,BRK,1,0,1134,0,2,0,0,2,0,0,0,,0,1,1,1,3,0,1,0,1.2,-10
23,Alex Abrines,0,2018-12-07,OKC,CHI,1,0,888,0.25,4,1,1,4,0.25,0,0,,0,3,3,1,0,0,1,3,0,-15
24,Alex Abrines,0,2018-12-10,OKC,UTA,0,0,1147,0,2,0,0,1,0,0,0,,0,3,3,0,1,0,2,0,-1.9,-12
25,Alex Abrines,0,2018-12-12,OKC,NOP,1,0,827,0.333,6,2,1,5,0.2,0,0,,0,1,1,2,1,0,0,5,4.3,0
26,Alex Abrines,0,2018-12-14,OKC,DEN,1,0,1134,0,1,0,0,1,0,0,0,,0,0,0,0,0,0,1,0,-1.7,-1
27,Alex Abrines,0,2018-12-15,OKC,LAC,0,0,1210,0.5,4,2,0,2,0,2,2,1,0,4,4,0,0,0,0,6,5.2,7
28,Alex Abrines,0,2018-12-17,OKC,CHI,0,0,815,0.75,4,3,2,3,0.667,0,0,,2,1,3,0,1,0,0,8,8.7,4
29,Alex Abrines,0,2018-12-19,OKC,SAC,1,0,1400,0.429,7,3,3,7,0.429,0,0,,0,1,1,1,0,0,0,9,4.7,6
30,Alex Abrines,0,2018-12-22,OKC,UTA,1,0,932,0.5,4,2,2,4,0.5,0,0,,0,1,1,0,0,0,0,6,2.7,13
31,Alex Abrines,0,2018-12-23,OKC,MIN,0,0,1621,0.333,6,2,1,5,0.2,2,2,1,0,1,1,0,0,2,0,7,4.5,1
32,Alex Abrines,1,2018-12-25,OKC,HOU,1,,,,,,,,,,,,,,,,,,,,,
33,Alex Abrines,1,2018-12-28,OKC,PHO,1,,,,,,,,,,,,,,,,,,,,,
34,Alex Abrines,1,2018-12-30,OKC,DAL,1,,,,,,,,,,,,,,,,,,,,,
35,Alex Abrines,1,2018-12-31,OKC,DAL,0,,,,,,,,,,,,,,,,,,,,,
36,Alex Abrines,1,2019-01-02,OKC,LAL,1,,,,,,,,,,,,,,,,,,,,,
37,Alex Abrines,1,2019-01-04,OKC,POR,1,,,,,,,,,,,,,,,,,,,,,
38,Alex Abrines,1,2019-01-06,OKC,WAS,0,,,,,,,,,,,,,,,,,,,,,
39,Alex Abrines,1,2019-01-08,OKC,MIN,0,,,,,,,,,,,,,,,,,,,,,
40,Alex Abrines,1,2019-01-10,OKC,SAS,1,,,,,,,,,,,,,,,,,,,,,
41,Alex Abrines,1,2019-01-12,OKC,SAS,0,,,,,,,,,,,,,,,,,,,,,
42,Alex Abrines,1,2019-01-15,OKC,ATL,1,,,,,,,,,,,,,,,,,,,,,
43,Alex Abrines,1,2019-01-17,OKC,LAL,0,,,,,,,,,,,,,,,,,,,,,
44,Alex Abrines,1,2019-01-19,OKC,PHI,1,,,,,,,,,,,,,,,,,,,,,
45,Alex Abrines,1,2019-01-21,OKC,NYK,1,,,,,,,,,,,,,,,,,,,,,
46,Alex Abrines,1,2019-01-22,OKC,POR,0,,,,,,,,,,,,,,,,,,,,,
47,Alex Abrines,1,2019-01-24,OKC,NOP,0,,,,,,,,,,,,,,,,,,,,,
48,Alex Abrines,1,2019-01-27,OKC,MIL,0,,,,,,,,,,,,,,,,,,,,,
49,Alex Abrines,0,2019-01-29,OKC,ORL,1,0,346,0.5,2,1,1,2,0.5,0,0,,0,1,1,0,0,0,0,3,1.9,4
50,Alex Abrines,0,2019-02-01,OKC,MIA,1,0,561,0,2,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,-1.8,-8
51,Alex Abrines,1,2019-02-03,OKC,BOS,1,,,,,,,,,,,,,,,,,,,,,
52,Alex Abrines,1,2019-02-05,OKC,ORL,0,,,,,,,,,,,,,,,,,,,,,
53,Alex Abrines,1,2019-02-07,OKC,MEM,0,,,,,,,,,,,,,,,,,,,,,
54,Quincy Acy,0,2019-01-08,PHO,SAC,0,0,505,0,1,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,-2.3,-3
55,Quincy Acy,0,2019-01-09,PHO,DAL,1,0,542,,0,0,0,0,,0,0,,0,1,1,0,0,0,0,0,-0.1,-3
56,Quincy Acy,0,2019-01-12,PHO,DEN,0,0,500,0,1,0,0,1,0,1,2,0.5,0,0,0,0,0,0,1,1,-1.5,14
57,Quincy Acy,0,2019-01-15,PHO,IND,1,0,535,0,2,0,0,2,0,0,0,,0,0,0,0,1,0,0,0,-1.6,8
58,Quincy Acy,0,2019-01-17,PHO,TOR,1,0,323,0,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,0,3
59,Quincy Acy,0,2019-01-19,PHO,CHO,1,0,566,0,1,0,0,1,0,2,2,1,2,3,5,1,0,0,0,2,3.5,4
60,Quincy Acy,0,2019-01-20,PHO,MIN,1,0,1112,0.5,4,2,2,4,0.5,2,2,1,0,1,1,4,0,3,0,8,9.6,-2
61,Quincy Acy,0,2019-01-22,PHO,MIN,0,0,1080,0.25,4,1,0,3,0,0,0,,0,4,4,1,0,0,2,2,-1.7,-6
62,Quincy Acy,0,2019-01-24,PHO,POR,0,0,1226,0.25,4,1,0,2,0,2,4,0.5,1,3,4,1,0,0,0,4,1.5,-7
63,Quincy Acy,0,2019-01-25,PHO,DEN,1,0,986,,0,0,0,0,,0,0,,0,10,10,1,0,0,1,0,1.9,-4
64,Steven Adams,0,2018-10-16,OKC,GSW,1,1,2136,0.5,12,6,0,0,,5,8,0.625,4,7,11,4,2,0,2,17,16.3,-6
65,Steven Adams,0,2018-10-19,OKC,LAC,1,1,1999,0.727,11,8,0,0,,1,2,0.5,6,12,18,0,1,0,0,17,19.7,-16
66,Steven Adams,0,2018-10-21,OKC,SAC,0,1,2030,0.429,7,3,0,0,,4,8,0.5,8,6,14,0,2,3,3,10,11.6,-6
67,Steven Adams,0,2018-10-25,OKC,BOS,0,1,1970,0.5,10,5,0,0,,2,6,0.333,3,3,6,2,0,1,1,12,9.1,-2
68,Steven Adams,1,2018-10-28,OKC,PHO,0,,,,,,,,,,,,,,,,,,,,,
69,Steven Adams,0,2018-10-30,OKC,LAC,0,1,2253,0.533,15,8,0,0,,2,4,0.5,4,6,10,2,3,1,1,18,18.2,25
70,Steven Adams,0,2018-11-01,OKC,CHO,1,1,2033,0.2,5,1,0,0,,3,4,0.75,7,5,12,0,3,3,2,5,10.2,6
71,Steven Adams,0,2018-11-02,OKC,WAS,1,1,1395,0.857,7,6,0,0,,3,4,0.75,1,2,3,1,0,1,1,15,12.2,12
72,Steven Adams,0,2018-11-05,OKC,NOP,0,1,2213,0.75,12,9,0,0,,0,2,0,3,5,8,1,1,1,2,18,15.6,22
73,Steven Adams,0,2018-11-07,OKC,CLE,1,1,2068,0.5,6,3,0,0,,3,6,0.5,5,8,13,2,2,2,2,9,12.7,20
74,Steven Adams,0,2018-11-08,OKC,HOU,0,1,1937,0.583,12,7,0,0,,5,9,0.556,6,4,10,4,1,0,1,19,19.2,22
75,Steven Adams,0,2018-11-10,OKC,DAL,1,1,2202,0.727,11,8,0,0,,4,8,0.5,7,6,13,2,0,0,0,20,20.8,-2
76,Steven Adams,0,2018-11-12,OKC,PHO,0,1,1980,0.692,13,9,0,0,,0,0,,5,2,7,1,4,2,3,18,19.3,23
77,Steven Adams,0,2018-11-14,OKC,NYK,0,1,1827,0.692,13,9,0,0,,1,2,0.5,2,4,6,5,2,0,2,19,18.8,25
78,Steven Adams,0,2018-11-17,OKC,PHO,1,1,2191,0.733,15,11,0,0,,4,5,0.8,5,5,10,0,1,0,2,26,21.5,-2
79,Steven Adams,0,2018-11-19,OKC,SAC,1,1,2213,0.5,10,5,0,0,,1,4,0.25,7,8,15,1,1,1,1,11,12.7,-1
80,Steven Adams,0,2018-11-21,OKC,GSW,1,1,2008,0.643,14,9,0,0,,2,2,1,7,4,11,2,2,0,0,20,22.5,28
81,Steven Adams,0,2018-11-23,OKC,CHO,0,1,2241,0.455,11,5,0,0,,3,7,0.429,5,3,8,4,1,1,1,13,12.4,13
82,Steven Adams,0,2018-11-24,OKC,DEN,0,1,2239,0.4,15,6,0,0,,0,1,0,7,7,14,0,1,0,2,12,8.3,-5
83,Steven Adams,0,2018-11-28,OKC,CLE,0,1,1975,0.5,6,3,0,0,,0,0,,1,5,6,1,1,2,1,6,6.9,10
84,Steven Adams,0,2018-11-30,OKC,ATL,0,1,1904,0.429,7,3,0,0,,0,0,,3,10,13,3,3,1,2,6,10.4,8
85,Steven Adams,0,2018-12-03,OKC,DET,1,1,1658,0.875,8,7,0,0,,7,7,1,2,4,6,1,0,2,1,21,21.5,21
86,Steven Adams,0,2018-12-05,OKC,BRK,1,1,1889,0.636,11,7,0,0,,1,6,0.167,5,3,8,2,2,1,3,15,12.4,16
87,Steven Adams,0,2018-12-07,OKC,CHI,1,1,1866,0.529,17,9,0,0,,3,7,0.429,9,1,10,0,2,1,4,21,14.8,7
88,Steven Adams,0,2018-12-10,OKC,UTA,0,1,1758,0.538,13,7,0,0,,8,10,0.8,6,1,7,1,1,0,1,22,19.7,19
89,Steven Adams,0,2018-12-12,OKC,NOP,1,1,2202,0.778,9,7,0,0,,6,10,0.6,1,5,6,2,1,1,1,20,18,-2
90,Steven Adams,0,2018-12-14,OKC,DEN,1,1,2228,0.6,20,12,0,0,,2,6,0.333,11,3,14,2,1,2,1,26,25,-4
91,Steven Adams,0,2018-12-15,OKC,LAC,0,1,1904,0.429,14,6,0,0,,4,6,0.667,3,2,5,2,0,0,1,16,10.5,-3
92,Steven Adams,0,2018-12-17,OKC,CHI,0,1,1830,0.571,14,8,0,0,,3,6,0.5,5,3,8,1,2,0,2,19,15.5,26
93,Steven Adams,0,2018-12-19,OKC,SAC,1,1,2068,0.667,12,8,0,0,,4,4,1,9,14,23,1,2,0,3,20,24.6,10
94,Steven Adams,0,2018-12-22,OKC,UTA,1,1,2358,0.583,12,7,0,0,,1,4,0.25,4,6,10,0,1,1,2,15,12.1,8
95,Steven Adams,0,2018-12-23,OKC,MIN,0,1,1677,0.6,10,6,0,0,,0,1,0,3,1,4,0,0,0,1,12,6.8,-12
96,Steven Adams,0,2018-12-25,OKC,HOU,1,1,2223,0.727,11,8,0,0,,1,2,0.5,3,4,7,3,1,0,1,17,16.7,-2
97,Steven Adams,0,2018-12-28,OKC,PHO,1,1,2122,0.5,10,5,0,0,,2,3,0.667,4,9,13,3,3,0,1,12,15,5
98,Steven Adams,0,2018-12-30,OKC,DAL,1,1,2276,0.8,5,4,0,1,0,0,2,0,2,7,9,2,2,0,0,8,10.2,-11
99,Steven Adams,0,2018-12-31,OKC,DAL,0,1,1984,0.625,8,5,0,0,,2,8,0.25,6,7,13,4,1,0,1,12,13.9,20
100,Steven Adams,0,2019-01-02,OKC,LAL,1,1,2180,0.5,10,5,0,0,,4,6,0.667,8,7,15,3,0,2,2,14,16.2,6
101,Steven Adams,0,2019-01-04,OKC,POR,1,1,2030,0.429,7,3,0,0,,0,0,,5,7,12,3,2,1,0,6,11.1,-3
102,Steven Adams,0,2019-01-06,OKC,WAS,0,1,1880,0.833,6,5,0,0,,2,4,0.5,0,8,8,1,2,0,1,12,11.9,8
103,Steven Adams,0,2019-01-08,OKC,MIN,0,1,2231,0.889,9,8,0,0,,4,6,0.667,3,9,12,1,2,0,5,20,17,5
104,Steven Adams,0,2019-01-10,OKC,SAS,1,1,2256,0.615,13,8,0,0,,3,4,0.75,4,3,7,1,2,2,2,19,16.5,-4
105,Steven Adams,0,2019-01-12,OKC,SAS,0,1,2070,0.6,5,3,0,0,,6,8,0.75,2,7,9,2,2,1,0,12,15.3,14
106,Steven Adams,0,2019-01-15,OKC,ATL,1,1,2279,1,7,7,0,0,,2,5,0.4,2,5,7,0,2,0,3,16,13.4,1
107,Steven Adams,0,2019-01-17,OKC,LAL,0,1,2479,0.667,9,6,0,0,,5,6,0.833,7,8,15,1,4,0,2,17,21.5,10
108,Steven Adams,0,2019-01-19,OKC,PHI,1,1,2142,0.615,13,8,0,0,,0,0,,7,2,9,3,1,2,2,16,17.3,-14
109,Steven Adams,0,2019-01-21,OKC,NYK,1,1,1771,0.625,8,5,0,0,,0,0,,3,4,7,3,0,0,2,10,8.6,15
110,Steven Adams,0,2019-01-22,OKC,POR,0,1,2185,0.583,12,7,0,0,,0,0,,4,4,8,3,2,1,1,14,15.4,-4
111,Steven Adams,0,2019-01-24,OKC,NOP,0,1,2143,0.75,12,9,0,0,,2,2,1,6,6,12,2,1,0,4,20,18.8,14
112,Steven Adams,0,2019-01-27,OKC,MIL,0,1,1854,0.7,10,7,0,0,,0,2,0,4,4,8,2,1,1,1,14,14.7,1
113,Steven Adams,1,2019-01-29,OKC,ORL,1,,,,,,,,,,,,,,,,,,,,,
114,Steven Adams,0,2019-02-01,OKC,MIA,1,1,1631,0.4,15,6,0,0,,1,1,1,5,2,7,2,3,0,3,13,9.2,19
115,Steven Adams,0,2019-02-03,OKC,BOS,1,1,2158,0.636,11,7,0,0,,2,4,0.5,4,5,9,0,2,0,0,16,15.4,-7
116,Steven Adams,0,2019-02-05,OKC,ORL,0,1,2160,0.583,12,7,0,0,,0,0,,3,1,4,1,2,0,1,14,12.1,16
117,Steven Adams,0,2019-02-07,OKC,MEM,0,1,1148,1,5,5,0,0,,1,4,0.25,5,1,6,2,2,1,2,11,13,21
118,Steven Adams,0,2019-02-09,OKC,HOU,1,1,2284,0.5,6,3,0,0,,0,0,,3,6,9,0,2,2,2,6,7.9,12
119,Steven Adams,0,2019-02-11,OKC,POR,0,1,2074,0.571,7,4,0,0,,1,2,0.5,0,1,1,0,2,1,2,9,4.7,6
120,Steven Adams,0,2019-02-14,OKC,NOP,1,1,2131,0.4,5,2,0,0,,0,0,,4,1,5,2,2,1,2,4,6.1,-11
121,Steven Adams,0,2019-02-22,OKC,UTA,0,1,2828,0.5,14,7,0,0,,2,4,0.5,7,3,10,3,5,1,3,16,18,19
122,Steven Adams,0,2019-02-23,OKC,SAC,0,1,1674,0.714,7,5,0,0,,1,3,0.333,4,5,9,1,0,0,1,11,10.5,-2
123,Steven Adams,0,2019-02-26,OKC,DEN,1,1,1829,0.583,12,7,0,0,,1,2,0.5,4,1,5,2,1,1,3,15,10.2,-23
124,Steven Adams,0,2019-02-28,OKC,PHI,0,1,1899,0.444,9,4,0,0,,3,6,0.5,8,6,14,1,1,0,3,11,10.8,-5
125,Steven Adams,0,2019-03-02,OKC,SAS,1,1,1497,0.636,11,7,0,0,,3,5,0.6,6,7,13,0,2,1,2,17,16.7,-12
126,Steven Adams,0,2019-03-03,OKC,MEM,0,1,1941,0.6,10,6,0,0,,1,6,0.167,8,14,22,0,2,1,4,13,14.5,-3
127,Steven Adams,0,2019-03-05,OKC,MIN,1,1,2189,0.833,6,5,0,0,,3,9,0.333,9,2,11,2,1,3,3,13,16.8,-16
128,Steven Adams,0,2019-03-07,OKC,POR,1,1,2327,0.545,11,6,0,0,,0,0,,5,2,7,0,2,2,1,12,11.6,4
129,Steven Adams,0,2019-03-08,OKC,LAC,1,1,1902,0.6,5,3,0,0,,0,2,0,7,3,10,3,0,0,1,6,7.4,-21
130,Steven Adams,0,2019-03-11,OKC,UTA,1,1,2008,0.6,10,6,0,0,,0,0,,3,4,7,0,2,2,3,12,9.5,14
131,Steven Adams,0,2019-03-13,OKC,BRK,0,1,1828,0.5,12,6,0,0,,1,2,0.5,6,1,7,1,2,1,2,13,11.7,11
132,Steven Adams,0,2019-03-14,OKC,IND,1,1,2032,0.571,14,8,0,0,,1,2,0.5,3,5,8,1,0,0,4,17,9.1,-7
133,Steven Adams,0,2019-03-16,OKC,GSW,0,1,1996,0.571,7,4,0,0,,1,4,0.25,7,2,9,1,1,2,2,9,10.7,-19
134,Steven Adams,0,2019-03-18,OKC,MIA,0,1,1478,0.833,6,5,0,0,,0,2,0,4,8,12,3,1,2,2,10,12.3,4
135,Steven Adams,0,2019-03-20,OKC,TOR,0,1,2398,0.286,7,2,0,0,,0,0,,7,0,7,2,1,0,2,4,4,-4
136,Steven Adams,0,2019-03-22,OKC,TOR,1,1,1988,0.444,9,4,0,0,,1,2,0.5,4,1,5,1,2,3,1,9,10,10
137,Bam Adebayo,0,2018-10-17,MIA,ORL,1,0,1320,0.444,9,4,0,1,0,1,2,0.5,2,6,8,2,1,0,1,9,7.3,-6
138,Bam Adebayo,0,2018-10-18,MIA,WAS,1,0,1027,0.25,4,1,0,0,,2,4,0.5,3,6,9,0,0,0,3,4,0.9,4
139,Bam Adebayo,0,2018-10-20,MIA,CHO,0,0,928,0.5,6,3,0,0,,6,6,1,2,4,6,0,0,2,1,12,10.8,-6
140,Bam Adebayo,0,2018-10-24,MIA,NYK,0,0,1266,0.333,3,1,0,1,0,2,4,0.5,1,3,4,3,1,0,1,4,4,-7
141,Bam Adebayo,0,2018-10-27,MIA,POR,0,0,815,0.5,6,3,0,0,,1,1,1,4,2,6,0,0,0,2,7,4.6,5
142,Bam Adebayo,0,2018-10-29,MIA,SAC,0,0,1139,0.5,4,2,0,0,,4,6,0.667,1,7,8,0,1,0,2,8,7,-6
143,Bam Adebayo,0,2018-10-30,MIA,CHO,1,0,929,0.8,5,4,0,0,,0,0,,2,4,6,2,0,0,0,8,8.9,0
144,Bam Adebayo,0,2018-11-03,MIA,ATL,1,0,1838,0.5,2,1,0,0,,0,0,,3,4,7,2,1,2,2,2,4.5,11
145,Bam Adebayo,0,2018-11-05,MIA,DET,1,1,1741,0.8,5,4,0,0,,3,4,0.75,3,5,8,1,3,1,0,11,15.5,0
146,Bam Adebayo,0,2018-11-07,MIA,SAS,0,0,748,0,1,0,0,0,,2,2,1,1,2,3,1,0,1,0,2,2.8,8
147,Bam Adebayo,0,2018-11-09,MIA,IND,0,0,425,1,1,1,0,0,,1,1,1,0,1,1,0,0,0,1,3,1.2,2
148,Bam Adebayo,0,2018-11-10,MIA,WAS,0,0,800,0.75,4,3,0,0,,2,3,0.667,2,3,5,0,0,0,0,8,6.7,6
149,Bam Adebayo,0,2018-11-12,MIA,PHI,0,0,1161,0.5,6,3,0,0,,2,4,0.5,1,3,4,2,0,1,2,8,4.7,1
150,Bam Adebayo,0,2018-11-14,MIA,BRK,1,0,604,1,6,6,0,0,,0,0,,0,3,3,1,0,1,0,12,10.5,3
151,Bam Adebayo,0,2018-11-16,MIA,IND,1,0,1152,0.429,7,3,0,0,,2,3,0.667,0,6,6,3,2,2,1,8,9.8,-11
152,Bam Adebayo,0,2018-11-18,MIA,LAL,0,0,1000,0.25,4,1,0,0,,1,2,0.5,2,6,8,3,0,1,2,3,4.2,-3
153,Bam Adebayo,0,2018-11-20,MIA,BRK,0,0,972,0.5,6,3,0,0,,0,0,,2,6,8,0,1,1,1,6,6.1,-2
154,Bam Adebayo,0,2018-11-23,MIA,CHI,1,0,1581,0.375,8,3,0,0,,8,10,0.8,5,8,13,2,0,1,2,14,13.2,1
155,Bam Adebayo,0,2018-11-25,MIA,TOR,1,0,2189,0.4,10,4,0,1,0,8,12,0.667,4,17,21,1,1,2,1,16,19,1
156,Bam Adebayo,0,2018-11-27,MIA,ATL,0,0,826,1,4,4,0,0,,4,6,0.667,3,1,4,1,2,0,3,12,10.1,-8
157,Bam Adebayo,0,2018-11-30,MIA,NOP,0,0,1670,0.8,5,4,0,0,,0,0,,4,7,11,3,0,1,1,8,12,13
158,Bam Adebayo,0,2018-12-02,MIA,UTA,0,0,841,0.5,2,1,0,0,,0,0,,1,1,2,1,1,1,0,2,4,10
159,Bam Adebayo,0,2018-12-04,MIA,ORL,0,0,1389,0.429,7,3,0,0,,0,0,,3,4,7,1,1,3,2,6,7,-6
160,Bam Adebayo,0,2018-12-07,MIA,PHO,1,1,1924,0.667,9,6,0,0,,10,11,0.909,3,7,10,2,1,1,0,22,24.6,20
161,Bam Adebayo,0,2018-12-08,MIA,LAC,1,1,1759,0.7,10,7,0,0,,0,0,,2,6,8,4,1,1,0,14,15.9,25
162,Bam Adebayo,0,2018-12-10,MIA,LAL,1,1,1723,0.545,11,6,0,0,,0,2,0,4,6,10,5,2,2,4,12,12.6,-10
163,Bam Adebayo,0,2018-12-12,MIA,UTA,1,1,1645,0.2,5,1,0,0,,1,2,0.5,0,5,5,3,1,2,1,3,3.3,-14
164,Bam Adebayo,0,2018-12-14,MIA,MEM,1,0,1561,1,2,2,0,0,,0,0,,3,6,9,5,0,2,2,4,9.8,5
165,Bam Adebayo,0,2018-12-16,MIA,NOP,1,0,1520,0.5,2,1,1,1,1,2,2,1,2,6,8,5,0,1,4,5,5.4,1
166,Bam Adebayo,0,2018-12-20,MIA,HOU,0,0,1432,0.2,5,1,0,0,,1,2,0.5,2,7,9,4,0,0,1,3,3.6,3
167,Bam Adebayo,0,2018-12-22,MIA,MIL,0,0,1079,0.4,5,2,0,0,,0,0,,2,2,4,1,1,0,0,4,3.4,-1
168,Bam Adebayo,0,2018-12-23,MIA,ORL,1,0,1211,0.167,6,1,0,1,0,1,2,0.5,3,3,6,5,1,0,2,3,2.7,-3
169,Bam Adebayo,0,2018-12-26,MIA,TOR,0,0,1037,0.333,3,1,0,0,,0,0,,0,3,3,0,0,0,0,2,0,-24
170,Bam Adebayo,0,2018-12-28,MIA,CLE,0,0,1809,1,8,8,0,0,,2,2,1,4,5,9,5,0,0,1,18,20.8,15
171,Bam Adebayo,0,2018-12-30,MIA,MIN,0,0,1074,0.333,3,1,0,0,,2,2,1,2,2,4,0,0,0,2,4,0.7,-12
172,Bam Adebayo,0,2019-01-02,MIA,CLE,1,0,1474,0.8,5,4,0,1,0,0,0,,0,5,5,5,1,0,3,8,7.9,15
173,Bam Adebayo,0,2019-01-04,MIA,WAS,0,0,1108,0.571,7,4,0,0,,3,4,0.75,3,4,7,5,1,1,1,11,13.6,1
174,Bam Adebayo,0,2019-01-06,MIA,ATL,1,0,1613,0.556,9,5,0,0,,2,2,1,4,2,6,2,2,2,1,12,13.7,1
175,Bam Adebayo,0,2019-01-08,MIA,DEN,0,0,1449,0.857,7,6,0,0,,1,2,0.5,1,3,4,1,1,0,0,13,13.4,4
176,Bam Adebayo,0,2019-01-10,MIA,BOS,0,0,1601,0.6,5,3,0,0,,2,2,1,1,6,7,5,2,2,0,8,14.7,9
177,Bam Adebayo,0,2019-01-12,MIA,MEM,0,1,2278,0.5,6,3,0,0,,5,7,0.714,4,6,10,2,2,1,3,11,12.5,18
178,Bam Adebayo,0,2019-01-15,MIA,MIL,1,0,1400,0,6,0,0,2,0,2,2,1,2,3,5,2,0,0,2,2,-1.3,-32
179,Bam Adebayo,0,2019-01-18,MIA,DET,1,0,1585,1,4,4,0,0,,1,1,1,1,5,6,1,0,1,2,9,8.6,-4
180,Bam Adebayo,0,2019-01-19,MIA,CHI,1,0,1361,0.667,3,2,0,0,,1,2,0.5,0,1,1,3,1,2,2,5,5.7,1
181,Bam Adebayo,0,2019-01-21,MIA,BOS,1,0,1662,0.667,6,4,0,0,,5,6,0.833,1,6,7,2,1,2,3,13,12.1,0
182,Bam Adebayo,0,2019-01-23,MIA,LAC,0,0,932,0.8,5,4,0,0,,0,0,,3,4,7,0,0,0,1,8,6.4,-5
183,Bam Adebayo,0,2019-01-25,MIA,CLE,1,0,1538,0.5,4,2,0,0,,4,6,0.667,3,5,8,1,2,0,2,8,8.3,-13
184,Bam Adebayo,0,2019-01-27,MIA,NYK,1,0,1135,0.429,7,3,0,1,0,3,3,1,2,4,6,1,1,0,1,9,8.2,-15
185,Bam Adebayo,0,2019-01-30,MIA,CHI,0,0,1969,0.714,7,5,0,0,,3,5,0.6,1,6,7,2,0,0,4,13,8.4,-4
186,Bam Adebayo,0,2019-02-01,MIA,OKC,0,0,1491,0.8,5,4,0,0,,2,3,0.667,2,7,9,2,0,0,0,10,11.8,0
187,Bam Adebayo,0,2019-02-02,MIA,IND,0,0,1004,0.5,2,1,0,0,,3,4,0.75,0,4,4,0,1,0,1,5,2.8,11
188,Bam Adebayo,0,2019-02-05,MIA,POR,1,0,1079,0.667,3,2,0,0,,1,2,0.5,1,3,4,0,1,0,0,5,5.9,-6
